trial_ID;arrow_1;arrow_2;arrow_3;arrow_4;cero_refrescado;uno_refrescado;dos_refrescado;candi_target;target_disco;color_disco030;color_disco090;color_disco150;color_disco210;color_disco270;color_disco330;target_color;practice_trial
241;arrow270.png;arrow150.png;arrow270.png;arrow150.png;['arrow030.png', 'arrow090.png', 'arrow210.png', 'arrow330.png'];['non_existent'];['arrow270.png', 'arrow150.png'];dos_refrescado;disc150;154;343;92;219;59;268;92;No
242;arrow270.png;arrow150.png;arrow210.png;arrow270.png;['arrow030.png', 'arrow090.png', 'arrow330.png'];['arrow150.png', 'arrow210.png'];['arrow270.png'];cero_refrescado;disc330;257;198;77;236;25;110;110;No
243;arrow270.png;arrow150.png;arrow270.png;arrow330.png;['arrow030.png', 'arrow090.png', 'arrow210.png'];['arrow150.png', 'arrow330.png'];['arrow270.png'];cero_refrescado;disc090;86;170;63;233;198;286;170;No
244;arrow030.png;arrow270.png;arrow210.png;arrow270.png;['arrow090.png', 'arrow150.png', 'arrow330.png'];['arrow030.png', 'arrow210.png'];['arrow270.png'];uno_refrescado;disc030;145;306;224;86;39;4;145;No
245;arrow090.png;arrow270.png;arrow090.png;arrow270.png;['arrow030.png', 'arrow150.png', 'arrow210.png', 'arrow330.png'];['non_existent'];['arrow090.png', 'arrow270.png'];cero_refrescado;disc210;288;317;76;221;339;187;221;No
246;arrow210.png;arrow270.png;arrow330.png;arrow210.png;['arrow030.png', 'arrow090.png', 'arrow150.png'];['arrow270.png', 'arrow330.png'];['arrow210.png'];dos_refrescado;disc210;24;143;222;117;263;202;117;No
247;arrow330.png;arrow150.png;arrow330.png;arrow210.png;['arrow030.png', 'arrow090.png', 'arrow270.png'];['arrow150.png', 'arrow210.png'];['arrow330.png'];cero_refrescado;disc270;216;11;60;298;36;252;36;No
248;arrow090.png;arrow270.png;arrow330.png;arrow090.png;['arrow030.png', 'arrow150.png', 'arrow210.png'];['arrow270.png', 'arrow330.png'];['arrow090.png'];uno_refrescado;disc090;140;301;247;30;360;68;301;No
249;arrow330.png;arrow030.png;arrow210.png;arrow150.png;['arrow090.png', 'arrow270.png'];['arrow330.png', 'arrow030.png', 'arrow210.png', 'arrow150.png'];['non_existent'];cero_refrescado;disc090;118;78;41;344;10;268;78;No
250;arrow090.png;arrow330.png;arrow030.png;arrow150.png;['arrow210.png', 'arrow270.png'];['arrow090.png', 'arrow330.png', 'arrow030.png', 'arrow150.png'];['non_existent'];cero_refrescado;disc270;115;337;155;186;217;261;217;No
251;arrow030.png;arrow090.png;arrow210.png;arrow090.png;['arrow150.png', 'arrow270.png', 'arrow330.png'];['arrow030.png', 'arrow210.png'];['arrow090.png'];dos_refrescado;disc090;320;102;22;290;127;358;102;No
252;arrow210.png;arrow090.png;arrow330.png;arrow090.png;['arrow030.png', 'arrow150.png', 'arrow270.png'];['arrow210.png', 'arrow330.png'];['arrow090.png'];uno_refrescado;disc090;47;333;26;159;195;218;333;No
253;arrow270.png;arrow150.png;arrow330.png;arrow150.png;['arrow030.png', 'arrow090.png', 'arrow210.png'];['arrow270.png', 'arrow330.png'];['arrow150.png'];cero_refrescado;disc210;48;277;125;340;190;26;340;No
254;arrow030.png;arrow090.png;arrow210.png;arrow330.png;['arrow150.png', 'arrow270.png'];['arrow030.png', 'arrow090.png', 'arrow210.png', 'arrow330.png'];['non_existent'];cero_refrescado;disc270;196;31;254;357;156;330;156;No
255;arrow330.png;arrow030.png;arrow210.png;arrow090.png;['arrow150.png', 'arrow270.png'];['arrow330.png', 'arrow030.png', 'arrow210.png', 'arrow090.png'];['non_existent'];uno_refrescado;disc330;284;330;198;143;81;106;106;No
256;arrow270.png;arrow090.png;arrow270.png;arrow090.png;['arrow030.png', 'arrow150.png', 'arrow210.png', 'arrow330.png'];['non_existent'];['arrow270.png', 'arrow090.png'];cero_refrescado;disc210;218;248;198;122;5;322;122;No
257;arrow270.png;arrow210.png;arrow090.png;arrow210.png;['arrow030.png', 'arrow150.png', 'arrow330.png'];['arrow270.png', 'arrow090.png'];['arrow210.png'];uno_refrescado;disc270;335;31;186;164;270;139;270;No
258;arrow330.png;arrow150.png;arrow330.png;arrow150.png;['arrow030.png', 'arrow090.png', 'arrow210.png', 'arrow270.png'];['non_existent'];['arrow330.png', 'arrow150.png'];dos_refrescado;disc150;333;22;66;259;292;353;66;No
259;arrow210.png;arrow090.png;arrow150.png;arrow270.png;['arrow030.png', 'arrow330.png'];['arrow210.png', 'arrow090.png', 'arrow150.png', 'arrow270.png'];['non_existent'];uno_refrescado;disc090;341;173;104;35;291;311;173;No
260;arrow330.png;arrow150.png;arrow090.png;arrow150.png;['arrow030.png', 'arrow210.png', 'arrow270.png'];['arrow330.png', 'arrow090.png'];['arrow150.png'];cero_refrescado;disc210;165;42;286;133;192;247;133;No
261;arrow270.png;arrow330.png;arrow150.png;arrow030.png;['arrow090.png', 'arrow210.png'];['arrow270.png', 'arrow330.png', 'arrow150.png', 'arrow030.png'];['non_existent'];uno_refrescado;disc270;116;295;320;31;213;351;213;No
262;arrow330.png;arrow150.png;arrow030.png;arrow090.png;['arrow210.png', 'arrow270.png'];['arrow330.png', 'arrow150.png', 'arrow030.png', 'arrow090.png'];['non_existent'];uno_refrescado;disc150;135;219;95;241;28;191;95;No
263;arrow210.png;arrow150.png;arrow210.png;arrow150.png;['arrow030.png', 'arrow090.png', 'arrow270.png', 'arrow330.png'];['non_existent'];['arrow210.png', 'arrow150.png'];dos_refrescado;disc150;166;77;238;314;267;196;238;No
264;arrow150.png;arrow090.png;arrow330.png;arrow270.png;['arrow030.png', 'arrow210.png'];['arrow150.png', 'arrow090.png', 'arrow330.png', 'arrow270.png'];['non_existent'];uno_refrescado;disc150;118;227;340;191;361;65;340;No
265;arrow330.png;arrow210.png;arrow030.png;arrow090.png;['arrow150.png', 'arrow270.png'];['arrow330.png', 'arrow210.png', 'arrow030.png', 'arrow090.png'];['non_existent'];uno_refrescado;disc330;271;1;334;192;91;155;155;No
266;arrow090.png;arrow150.png;arrow210.png;arrow150.png;['arrow030.png', 'arrow270.png', 'arrow330.png'];['arrow090.png', 'arrow210.png'];['arrow150.png'];uno_refrescado;disc090;271;236;340;33;131;204;236;No
267;arrow270.png;arrow210.png;arrow030.png;arrow330.png;['arrow090.png', 'arrow150.png'];['arrow270.png', 'arrow210.png', 'arrow030.png', 'arrow330.png'];['non_existent'];uno_refrescado;disc210;46;299;237;81;144;356;81;No
268;arrow030.png;arrow270.png;arrow090.png;arrow270.png;['arrow150.png', 'arrow210.png', 'arrow330.png'];['arrow030.png', 'arrow090.png'];['arrow270.png'];uno_refrescado;disc030;153;293;54;79;314;345;153;No
269;arrow210.png;arrow270.png;arrow210.png;arrow090.png;['arrow030.png', 'arrow150.png', 'arrow330.png'];['arrow270.png', 'arrow090.png'];['arrow210.png'];cero_refrescado;disc330;66;304;355;220;36;146;146;No
270;arrow030.png;arrow210.png;arrow030.png;arrow090.png;['arrow150.png', 'arrow270.png', 'arrow330.png'];['arrow210.png', 'arrow090.png'];['arrow030.png'];cero_refrescado;disc270;278;103;326;57;305;204;305;No
271;arrow090.png;arrow030.png;arrow150.png;arrow330.png;['arrow210.png', 'arrow270.png'];['arrow090.png', 'arrow030.png', 'arrow150.png', 'arrow330.png'];['non_existent'];cero_refrescado;disc270;303;132;339;195;160;73;160;No
272;arrow030.png;arrow270.png;arrow150.png;arrow030.png;['arrow090.png', 'arrow210.png', 'arrow330.png'];['arrow270.png', 'arrow150.png'];['arrow030.png'];cero_refrescado;disc330;106;203;317;347;247;40;40;No
273;arrow330.png;arrow090.png;arrow210.png;arrow090.png;['arrow030.png', 'arrow150.png', 'arrow270.png'];['arrow330.png', 'arrow210.png'];['arrow090.png'];dos_refrescado;disc090;333;139;95;353;119;182;139;No
274;arrow270.png;arrow210.png;arrow330.png;arrow210.png;['arrow030.png', 'arrow090.png', 'arrow150.png'];['arrow270.png', 'arrow330.png'];['arrow210.png'];uno_refrescado;disc270;288;192;248;92;357;323;357;No
275;arrow150.png;arrow270.png;arrow150.png;arrow330.png;['arrow030.png', 'arrow090.png', 'arrow210.png'];['arrow270.png', 'arrow330.png'];['arrow150.png'];cero_refrescado;disc030;250;331;108;353;59;149;250;No
276;arrow210.png;arrow090.png;arrow030.png;arrow210.png;['arrow150.png', 'arrow270.png', 'arrow330.png'];['arrow090.png', 'arrow030.png'];['arrow210.png'];uno_refrescado;disc210;41;272;357;332;193;85;332;No
277;arrow150.png;arrow030.png;arrow090.png;arrow030.png;['arrow210.png', 'arrow270.png', 'arrow330.png'];['arrow150.png', 'arrow090.png'];['arrow030.png'];uno_refrescado;disc030;321;44;158;248;285;135;321;No
278;arrow330.png;arrow090.png;arrow270.png;arrow150.png;['arrow030.png', 'arrow210.png'];['arrow330.png', 'arrow090.png', 'arrow270.png', 'arrow150.png'];['non_existent'];uno_refrescado;disc090;73;184;99;244;335;361;184;No
279;arrow090.png;arrow270.png;arrow210.png;arrow270.png;['arrow030.png', 'arrow150.png', 'arrow330.png'];['arrow090.png', 'arrow210.png'];['arrow270.png'];uno_refrescado;disc270;240;340;63;174;40;144;40;No
280;arrow150.png;arrow090.png;arrow330.png;arrow150.png;['arrow030.png', 'arrow210.png', 'arrow270.png'];['arrow090.png', 'arrow330.png'];['arrow150.png'];cero_refrescado;disc270;294;106;48;70;129;273;129;No
281;arrow330.png;arrow030.png;arrow150.png;arrow330.png;['arrow090.png', 'arrow210.png', 'arrow270.png'];['arrow030.png', 'arrow150.png'];['arrow330.png'];dos_refrescado;disc330;304;108;210;11;146;86;86;No
282;arrow330.png;arrow270.png;arrow090.png;arrow270.png;['arrow030.png', 'arrow150.png', 'arrow210.png'];['arrow330.png', 'arrow090.png'];['arrow270.png'];uno_refrescado;disc270;323;28;166;57;347;227;347;No
283;arrow150.png;arrow270.png;arrow210.png;arrow330.png;['arrow030.png', 'arrow090.png'];['arrow150.png', 'arrow270.png', 'arrow210.png', 'arrow330.png'];['non_existent'];cero_refrescado;disc030;131;311;33;237;264;350;131;No
284;arrow090.png;arrow270.png;arrow090.png;arrow270.png;['arrow030.png', 'arrow150.png', 'arrow210.png', 'arrow330.png'];['non_existent'];['arrow090.png', 'arrow270.png'];dos_refrescado;disc270;26;342;89;113;147;0;147;No
285;arrow150.png;arrow090.png;arrow150.png;arrow090.png;['arrow030.png', 'arrow210.png', 'arrow270.png', 'arrow330.png'];['non_existent'];['arrow150.png', 'arrow090.png'];cero_refrescado;disc330;280;82;128;48;3;24;24;No
286;arrow270.png;arrow090.png;arrow030.png;arrow270.png;['arrow150.png', 'arrow210.png', 'arrow330.png'];['arrow090.png', 'arrow030.png'];['arrow270.png'];uno_refrescado;disc270;35;169;244;207;269;15;269;No
287;arrow270.png;arrow210.png;arrow270.png;arrow210.png;['arrow030.png', 'arrow090.png', 'arrow150.png', 'arrow330.png'];['non_existent'];['arrow270.png', 'arrow210.png'];dos_refrescado;disc210;278;220;342;128;92;37;128;No
288;arrow030.png;arrow330.png;arrow210.png;arrow330.png;['arrow090.png', 'arrow150.png', 'arrow270.png'];['arrow030.png', 'arrow210.png'];['arrow330.png'];dos_refrescado;disc330;138;236;190;299;163;215;215;No
289;arrow330.png;arrow210.png;arrow150.png;arrow270.png;['arrow030.png', 'arrow090.png'];['arrow330.png', 'arrow210.png', 'arrow150.png', 'arrow270.png'];['non_existent'];uno_refrescado;disc330;354;195;133;101;22;308;308;No
290;arrow330.png;arrow150.png;arrow330.png;arrow210.png;['arrow030.png', 'arrow090.png', 'arrow270.png'];['arrow150.png', 'arrow210.png'];['arrow330.png'];uno_refrescado;disc150;73;29;231;315;170;275;231;No
291;arrow330.png;arrow090.png;arrow330.png;arrow270.png;['arrow030.png', 'arrow150.png', 'arrow210.png'];['arrow090.png', 'arrow270.png'];['arrow330.png'];dos_refrescado;disc330;123;350;20;294;85;178;178;No
292;arrow330.png;arrow030.png;arrow210.png;arrow270.png;['arrow090.png', 'arrow150.png'];['arrow330.png', 'arrow030.png', 'arrow210.png', 'arrow270.png'];['non_existent'];cero_refrescado;disc090;167;61;359;244;218;31;61;No
293;arrow150.png;arrow270.png;arrow150.png;arrow270.png;['arrow030.png', 'arrow090.png', 'arrow210.png', 'arrow330.png'];['non_existent'];['arrow150.png', 'arrow270.png'];cero_refrescado;disc030;282;149;175;223;98;360;282;No
294;arrow030.png;arrow210.png;arrow270.png;arrow330.png;['arrow090.png', 'arrow150.png'];['arrow030.png', 'arrow210.png', 'arrow270.png', 'arrow330.png'];['non_existent'];cero_refrescado;disc150;286;119;64;225;27;347;64;No
295;arrow210.png;arrow270.png;arrow030.png;arrow330.png;['arrow090.png', 'arrow150.png'];['arrow210.png', 'arrow270.png', 'arrow030.png', 'arrow330.png'];['non_existent'];uno_refrescado;disc210;71;98;235;299;20;341;299;No
296;arrow090.png;arrow210.png;arrow330.png;arrow090.png;['arrow030.png', 'arrow150.png', 'arrow270.png'];['arrow210.png', 'arrow330.png'];['arrow090.png'];cero_refrescado;disc030;328;289;31;150;218;355;328;No
297;arrow210.png;arrow090.png;arrow210.png;arrow330.png;['arrow030.png', 'arrow150.png', 'arrow270.png'];['arrow090.png', 'arrow330.png'];['arrow210.png'];uno_refrescado;disc210;71;37;172;7;101;311;7;No
298;arrow030.png;arrow210.png;arrow030.png;arrow090.png;['arrow150.png', 'arrow270.png', 'arrow330.png'];['arrow210.png', 'arrow090.png'];['arrow030.png'];cero_refrescado;disc330;59;23;211;323;350;300;300;No
299;arrow150.png;arrow270.png;arrow030.png;arrow270.png;['arrow090.png', 'arrow210.png', 'arrow330.png'];['arrow150.png', 'arrow030.png'];['arrow270.png'];cero_refrescado;disc210;223;147;272;188;331;292;188;No
300;arrow150.png;arrow030.png;arrow150.png;arrow090.png;['arrow210.png', 'arrow270.png', 'arrow330.png'];['arrow030.png', 'arrow090.png'];['arrow150.png'];cero_refrescado;disc330;221;125;80;4;152;323;323;No
301;arrow210.png;arrow150.png;arrow270.png;arrow330.png;['arrow030.png', 'arrow090.png'];['arrow210.png', 'arrow150.png', 'arrow270.png', 'arrow330.png'];['non_existent'];uno_refrescado;disc210;206;120;91;59;14;256;59;No
302;arrow330.png;arrow150.png;arrow210.png;arrow030.png;['arrow090.png', 'arrow270.png'];['arrow330.png', 'arrow150.png', 'arrow210.png', 'arrow030.png'];['non_existent'];uno_refrescado;disc150;350;132;101;292;22;189;101;No
303;arrow330.png;arrow270.png;arrow210.png;arrow150.png;['arrow030.png', 'arrow090.png'];['arrow330.png', 'arrow270.png', 'arrow210.png', 'arrow150.png'];['non_existent'];cero_refrescado;disc030;166;192;279;11;121;229;166;No
304;arrow090.png;arrow330.png;arrow090.png;arrow270.png;['arrow030.png', 'arrow150.png', 'arrow210.png'];['arrow330.png', 'arrow270.png'];['arrow090.png'];dos_refrescado;disc090;30;149;223;328;83;126;149;No
305;arrow030.png;arrow090.png;arrow030.png;arrow090.png;['arrow150.png', 'arrow210.png', 'arrow270.png', 'arrow330.png'];['non_existent'];['arrow030.png', 'arrow090.png'];dos_refrescado;disc090;198;257;118;219;50;287;257;No
306;arrow210.png;arrow330.png;arrow150.png;arrow330.png;['arrow030.png', 'arrow090.png', 'arrow270.png'];['arrow210.png', 'arrow150.png'];['arrow330.png'];dos_refrescado;disc330;236;41;6;159;280;337;337;No
307;arrow030.png;arrow210.png;arrow150.png;arrow090.png;['arrow270.png', 'arrow330.png'];['arrow030.png', 'arrow210.png', 'arrow150.png', 'arrow090.png'];['non_existent'];uno_refrescado;disc030;82;158;184;324;218;9;82;No
308;arrow150.png;arrow270.png;arrow150.png;arrow270.png;['arrow030.png', 'arrow090.png', 'arrow210.png', 'arrow330.png'];['non_existent'];['arrow150.png', 'arrow270.png'];cero_refrescado;disc210;4;28;360;318;287;248;318;No
309;arrow030.png;arrow150.png;arrow270.png;arrow150.png;['arrow090.png', 'arrow210.png', 'arrow330.png'];['arrow030.png', 'arrow270.png'];['arrow150.png'];uno_refrescado;disc150;89;246;271;199;23;223;271;No
310;arrow270.png;arrow150.png;arrow210.png;arrow150.png;['arrow030.png', 'arrow090.png', 'arrow330.png'];['arrow270.png', 'arrow210.png'];['arrow150.png'];cero_refrescado;disc030;230;346;146;173;125;105;230;No
311;arrow330.png;arrow210.png;arrow270.png;arrow210.png;['arrow030.png', 'arrow090.png', 'arrow150.png'];['arrow330.png', 'arrow270.png'];['arrow210.png'];dos_refrescado;disc210;221;307;280;21;148;0;21;No
312;arrow210.png;arrow030.png;arrow210.png;arrow030.png;['arrow090.png', 'arrow150.png', 'arrow270.png', 'arrow330.png'];['non_existent'];['arrow210.png', 'arrow030.png'];cero_refrescado;disc330;105;29;80;257;235;278;278;No
313;arrow030.png;arrow090.png;arrow150.png;arrow030.png;['arrow210.png', 'arrow270.png', 'arrow330.png'];['arrow090.png', 'arrow150.png'];['arrow030.png'];dos_refrescado;disc030;7;334;151;233;60;125;7;No
314;arrow150.png;arrow210.png;arrow150.png;arrow090.png;['arrow030.png', 'arrow270.png', 'arrow330.png'];['arrow210.png', 'arrow090.png'];['arrow150.png'];uno_refrescado;disc150;71;358;91;195;319;114;91;No
315;arrow090.png;arrow330.png;arrow210.png;arrow090.png;['arrow030.png', 'arrow150.png', 'arrow270.png'];['arrow330.png', 'arrow210.png'];['arrow090.png'];dos_refrescado;disc090;106;130;9;306;34;224;130;No
316;arrow330.png;arrow210.png;arrow330.png;arrow270.png;['arrow030.png', 'arrow090.png', 'arrow150.png'];['arrow210.png', 'arrow270.png'];['arrow330.png'];uno_refrescado;disc330;134;208;158;80;49;348;348;No
317;arrow330.png;arrow090.png;arrow030.png;arrow090.png;['arrow150.png', 'arrow210.png', 'arrow270.png'];['arrow330.png', 'arrow030.png'];['arrow090.png'];uno_refrescado;disc330;151;90;198;354;259;20;20;No
318;arrow330.png;arrow150.png;arrow270.png;arrow330.png;['arrow030.png', 'arrow090.png', 'arrow210.png'];['arrow150.png', 'arrow270.png'];['arrow330.png'];dos_refrescado;disc330;37;101;215;347;279;73;73;No
319;arrow030.png;arrow270.png;arrow150.png;arrow270.png;['arrow090.png', 'arrow210.png', 'arrow330.png'];['arrow030.png', 'arrow150.png'];['arrow270.png'];dos_refrescado;disc270;119;158;189;290;344;31;344;No
320;arrow090.png;arrow150.png;arrow270.png;arrow150.png;['arrow030.png', 'arrow210.png', 'arrow330.png'];['arrow090.png', 'arrow270.png'];['arrow150.png'];uno_refrescado;disc150;3;195;117;315;159;275;117;No
321;arrow270.png;arrow030.png;arrow270.png;arrow210.png;['arrow090.png', 'arrow150.png', 'arrow330.png'];['arrow030.png', 'arrow210.png'];['arrow270.png'];uno_refrescado;disc030;30;264;244;109;191;134;30;No
322;arrow270.png;arrow030.png;arrow270.png;arrow030.png;['arrow090.png', 'arrow150.png', 'arrow210.png', 'arrow330.png'];['non_existent'];['arrow270.png', 'arrow030.png'];cero_refrescado;disc090;305;98;241;15;67;266;98;No
323;arrow330.png;arrow090.png;arrow270.png;arrow330.png;['arrow030.png', 'arrow150.png', 'arrow210.png'];['arrow090.png', 'arrow270.png'];['arrow330.png'];uno_refrescado;disc090;132;337;182;239;160;88;337;No
324;arrow330.png;arrow270.png;arrow150.png;arrow270.png;['arrow030.png', 'arrow090.png', 'arrow210.png'];['arrow330.png', 'arrow150.png'];['arrow270.png'];dos_refrescado;disc270;69;275;168;325;98;255;98;No
325;arrow210.png;arrow270.png;arrow210.png;arrow270.png;['arrow030.png', 'arrow090.png', 'arrow150.png', 'arrow330.png'];['non_existent'];['arrow210.png', 'arrow270.png'];cero_refrescado;disc030;30;181;354;159;218;123;30;No
326;arrow270.png;arrow330.png;arrow270.png;arrow330.png;['arrow030.png', 'arrow090.png', 'arrow150.png', 'arrow210.png'];['non_existent'];['arrow270.png', 'arrow330.png'];dos_refrescado;disc270;213;348;7;120;99;77;99;No
327;arrow210.png;arrow030.png;arrow090.png;arrow030.png;['arrow150.png', 'arrow270.png', 'arrow330.png'];['arrow210.png', 'arrow090.png'];['arrow030.png'];cero_refrescado;disc150;283;192;355;212;239;5;355;No
328;arrow330.png;arrow210.png;arrow030.png;arrow090.png;['arrow150.png', 'arrow270.png'];['arrow330.png', 'arrow210.png', 'arrow030.png', 'arrow090.png'];['non_existent'];cero_refrescado;disc270;273;88;4;242;35;313;35;No
329;arrow330.png;arrow090.png;arrow330.png;arrow150.png;['arrow030.png', 'arrow210.png', 'arrow270.png'];['arrow090.png', 'arrow150.png'];['arrow330.png'];cero_refrescado;disc210;297;16;51;243;112;349;243;No
330;arrow090.png;arrow030.png;arrow270.png;arrow330.png;['arrow150.png', 'arrow210.png'];['arrow090.png', 'arrow030.png', 'arrow270.png', 'arrow330.png'];['non_existent'];uno_refrescado;disc090;135;161;112;254;313;83;161;No
331;arrow090.png;arrow150.png;arrow090.png;arrow210.png;['arrow030.png', 'arrow270.png', 'arrow330.png'];['arrow150.png', 'arrow210.png'];['arrow090.png'];uno_refrescado;disc150;128;155;65;290;221;33;65;No
332;arrow270.png;arrow210.png;arrow270.png;arrow330.png;['arrow030.png', 'arrow090.png', 'arrow150.png'];['arrow210.png', 'arrow330.png'];['arrow270.png'];uno_refrescado;disc210;308;280;54;349;81;186;349;No
333;arrow330.png;arrow150.png;arrow270.png;arrow150.png;['arrow030.png', 'arrow090.png', 'arrow210.png'];['arrow330.png', 'arrow270.png'];['arrow150.png'];dos_refrescado;disc150;140;238;297;173;193;20;297;No
334;arrow030.png;arrow210.png;arrow030.png;arrow330.png;['arrow090.png', 'arrow150.png', 'arrow270.png'];['arrow210.png', 'arrow330.png'];['arrow030.png'];cero_refrescado;disc090;151;360;216;324;121;254;360;No
335;arrow090.png;arrow270.png;arrow090.png;arrow030.png;['arrow150.png', 'arrow210.png', 'arrow330.png'];['arrow270.png', 'arrow030.png'];['arrow090.png'];uno_refrescado;disc090;160;67;197;138;241;275;67;No
336;arrow210.png;arrow030.png;arrow150.png;arrow210.png;['arrow090.png', 'arrow270.png', 'arrow330.png'];['arrow030.png', 'arrow150.png'];['arrow210.png'];cero_refrescado;disc330;312;66;106;224;139;199;199;No
337;arrow270.png;arrow330.png;arrow270.png;arrow330.png;['arrow030.png', 'arrow090.png', 'arrow150.png', 'arrow210.png'];['non_existent'];['arrow270.png', 'arrow330.png'];dos_refrescado;disc330;173;320;63;112;249;18;18;No
338;arrow270.png;arrow210.png;arrow270.png;arrow210.png;['arrow030.png', 'arrow090.png', 'arrow150.png', 'arrow330.png'];['non_existent'];['arrow270.png', 'arrow210.png'];dos_refrescado;disc210;356;299;254;125;228;194;125;No
339;arrow090.png;arrow210.png;arrow330.png;arrow210.png;['arrow030.png', 'arrow150.png', 'arrow270.png'];['arrow090.png', 'arrow330.png'];['arrow210.png'];uno_refrescado;disc090;149;361;58;249;6;188;361;No
340;arrow210.png;arrow270.png;arrow210.png;arrow270.png;['arrow030.png', 'arrow090.png', 'arrow150.png', 'arrow330.png'];['non_existent'];['arrow210.png', 'arrow270.png'];dos_refrescado;disc210;345;15;113;295;262;77;295;No
341;arrow090.png;arrow330.png;arrow090.png;arrow330.png;['arrow030.png', 'arrow150.png', 'arrow210.png', 'arrow270.png'];['non_existent'];['arrow090.png', 'arrow330.png'];cero_refrescado;disc030;310;33;4;345;146;86;310;No
342;arrow150.png;arrow270.png;arrow330.png;arrow030.png;['arrow090.png', 'arrow210.png'];['arrow150.png', 'arrow270.png', 'arrow330.png', 'arrow030.png'];['non_existent'];cero_refrescado;disc210;293;251;133;198;329;178;198;No
343;arrow030.png;arrow210.png;arrow030.png;arrow270.png;['arrow090.png', 'arrow150.png', 'arrow330.png'];['arrow210.png', 'arrow270.png'];['arrow030.png'];cero_refrescado;disc090;124;217;37;271;250;327;217;No
344;arrow270.png;arrow210.png;arrow270.png;arrow210.png;['arrow030.png', 'arrow090.png', 'arrow150.png', 'arrow330.png'];['non_existent'];['arrow270.png', 'arrow210.png'];cero_refrescado;disc090;236;29;195;297;174;94;29;No
345;arrow210.png;arrow030.png;arrow090.png;arrow210.png;['arrow150.png', 'arrow270.png', 'arrow330.png'];['arrow030.png', 'arrow090.png'];['arrow210.png'];uno_refrescado;disc210;302;149;341;50;97;0;50;No
346;arrow210.png;arrow270.png;arrow030.png;arrow270.png;['arrow090.png', 'arrow150.png', 'arrow330.png'];['arrow210.png', 'arrow030.png'];['arrow270.png'];cero_refrescado;disc330;88;292;138;354;248;115;115;No
347;arrow150.png;arrow090.png;arrow330.png;arrow150.png;['arrow030.png', 'arrow210.png', 'arrow270.png'];['arrow090.png', 'arrow330.png'];['arrow150.png'];uno_refrescado;disc150;42;194;252;95;217;2;252;No
348;arrow270.png;arrow030.png;arrow330.png;arrow270.png;['arrow090.png', 'arrow150.png', 'arrow210.png'];['arrow030.png', 'arrow330.png'];['arrow270.png'];cero_refrescado;disc150;250;92;225;55;291;352;225;No
349;arrow210.png;arrow150.png;arrow210.png;arrow030.png;['arrow090.png', 'arrow270.png', 'arrow330.png'];['arrow150.png', 'arrow030.png'];['arrow210.png'];cero_refrescado;disc330;50;211;18;86;174;125;125;No
350;arrow330.png;arrow090.png;arrow210.png;arrow330.png;['arrow030.png', 'arrow150.png', 'arrow270.png'];['arrow090.png', 'arrow210.png'];['arrow330.png'];cero_refrescado;disc030;287;175;79;113;230;359;287;No
351;arrow270.png;arrow330.png;arrow090.png;arrow150.png;['arrow030.png', 'arrow210.png'];['arrow270.png', 'arrow330.png', 'arrow090.png', 'arrow150.png'];['non_existent'];cero_refrescado;disc210;298;185;78;248;122;41;248;No
352;arrow330.png;arrow030.png;arrow330.png;arrow270.png;['arrow090.png', 'arrow150.png', 'arrow210.png'];['arrow030.png', 'arrow270.png'];['arrow330.png'];cero_refrescado;disc150;80;219;239;324;122;266;239;No
353;arrow330.png;arrow090.png;arrow210.png;arrow330.png;['arrow030.png', 'arrow150.png', 'arrow270.png'];['arrow090.png', 'arrow210.png'];['arrow330.png'];cero_refrescado;disc270;268;184;158;112;319;25;319;No
354;arrow330.png;arrow090.png;arrow210.png;arrow030.png;['arrow150.png', 'arrow270.png'];['arrow330.png', 'arrow090.png', 'arrow210.png', 'arrow030.png'];['non_existent'];uno_refrescado;disc330;107;316;176;248;35;5;5;No
355;arrow270.png;arrow150.png;arrow270.png;arrow030.png;['arrow090.png', 'arrow210.png', 'arrow330.png'];['arrow150.png', 'arrow030.png'];['arrow270.png'];dos_refrescado;disc270;177;157;7;333;90;42;90;No
356;arrow210.png;arrow090.png;arrow210.png;arrow270.png;['arrow030.png', 'arrow150.png', 'arrow330.png'];['arrow090.png', 'arrow270.png'];['arrow210.png'];dos_refrescado;disc210;314;163;262;353;213;3;353;No
357;arrow210.png;arrow090.png;arrow150.png;arrow030.png;['arrow270.png', 'arrow330.png'];['arrow210.png', 'arrow090.png', 'arrow150.png', 'arrow030.png'];['non_existent'];cero_refrescado;disc270;296;261;49;23;202;85;202;No
358;arrow150.png;arrow210.png;arrow150.png;arrow210.png;['arrow030.png', 'arrow090.png', 'arrow270.png', 'arrow330.png'];['non_existent'];['arrow150.png', 'arrow210.png'];cero_refrescado;disc330;305;131;233;258;210;80;80;No
359;arrow330.png;arrow270.png;arrow330.png;arrow090.png;['arrow030.png', 'arrow150.png', 'arrow210.png'];['arrow270.png', 'arrow090.png'];['arrow330.png'];dos_refrescado;disc330;269;128;171;218;198;314;314;No
360;arrow150.png;arrow270.png;arrow030.png;arrow270.png;['arrow090.png', 'arrow210.png', 'arrow330.png'];['arrow150.png', 'arrow030.png'];['arrow270.png'];cero_refrescado;disc210;283;320;245;4;140;55;4;No
